2,4393,550,1593797390
1,5785,0,1593797390
2,4655,873,1593797390
0,5790,1963,1593797393
0,4343,289,1593797395
2,6352,2367,1593797396
2,6311,2455,1593797397
2,4867,734,1593797397
2,6320,2345,1593797397
0,5291,1027,1593797397
0,8426,4373,1593797399
0,9653,5751,1593797400
0,8431,4440,1593797400
1,6121,0,1593797401
2,4711,699,1593797403
0,5896,1984,1593797404
1,6075,0,1593797404
2,4878,842,1593797404
2,16982,13184,1593797406
1,6330,0,1593797406
1,6193,0,1593797408
1,3986,143,1593797408
1,4016,104,1593797409
2,11074,7010,1593797410
1,5973,0,1593797412
0,8556,4532,1593797412
0,9729,5745,1593797412
2,17211,13281,1593797412
0,7223,3181,1593797412
2,7336,3442,1593797413
0,5156,1016,1593797413
1,4307,21,1593797414
0,9818,5875,1593797415
0,6002,1997,1593797416
0,8474,4425,1593797416
2,6847,3038,1593797417
2,9907,5707,1593797418
0,5824,1975,1593797421
1,5921,0,1593797427
0,6991,3095,1593797427
1,3838,21,1593797428
0,8181,4338,1593797428
1,3946,103,1593797428
0,4210,286,1593797429
2,14544,10735,1593797430
0,5847,1978,1593797431
0,5922,1979,1593797431
1,5184,1352,1593797432
1,4042,104,1593797432
1,5950,0,1593797432
1,6183,0,1593797433
0,6136,2179,1593797433
0,5319,1108,1593797435
2,7312,3157,1593797436
2,7295,3121,1593797436
2,6986,2262,1593797438
0,10803,6723,1593797440
2,8187,3273,1593797440
2,6535,1582,1593797442
1,4920,54,1593797442
0,11737,7307,1593797442
0,5388,390,1593797443
2,11054,6198,1593797443
0,7040,2825,1593797443
2,15497,11567,1593797443
0,8917,4220,1593797444
2,6084,1405,1593797444
0,8618,3960,1593797444
1,8279,0,1593797444
0,5063,368,1593797445
2,7680,2959,1593797449
1,5130,228,1593797449
2,25573,21610,1593797450
1,8791,0,1593797451
0,8517,3905,1593797451
2,6444,1422,1593797452
1,8977,0,1593797452
0,8913,4007,1593797453
2,18695,13753,1593797453
0,5849,578,1593797453
2,8759,3776,1593797453
1,5145,112,1593797454
0,12055,7710,1593797454
0,14558,9621,1593797456
1,7250,0,1593797457
0,13277,8395,1593797457
0,4987,290,1593797457
2,18553,13784,1593797458
2,18265,13732,1593797458
2,11814,6825,1593797458
2,29870,25957,1593797458
2,16168,11113,1593797460
0,11162,6433,1593797460
1,5966,0,1593797461
0,5290,1397,1593797462
1,5362,1469,1593797462
1,6083,0,1593797462
1,6613,0,1593797464
0,5211,1119,1593797464
1,5631,1481,1593797464
1,6337,0,1593797465
0,9991,6048,1593797465
1,4546,110,1593797465
1,6488,0,1593797466
0,5493,1087,1593797466
1,6572,0,1593797468
2,12335,8392,1593797469
2,12419,8456,1593797470
0,6491,2337,1593797470
2,6842,2541,1593797471
0,5222,457,1593797471
2,7161,2917,1593797471
0,7747,3610,1593797471
2,7645,3196,1593797472
0,5385,1029,1593797472
0,6397,2033,1593797473
0,7562,3183,1593797473
2,5401,1133,1593797477
0,10833,6322,1593797478
2,5854,1707,1593797478
0,6337,2187,1593797478
2,5528,1120,1593797479
1,6478,1706,1593797481
2,23460,19431,1593797481
2,7857,3302,1593797481
1,7239,0,1593797481
2,5159,810,1593797482
1,5611,1351,1593797483
2,14774,10481,1593797483
0,6114,2008,1593797484
0,6035,2013,1593797485
2,4882,834,1593797486
0,4378,289,1593797487
2,23029,18934,1593797487
2,5890,2028,1593797487
0,4976,1028,1593797487
0,9954,5702,1593797488
2,21236,16716,1593797489
2,4752,836,1593797489
1,3918,99,1593797490
1,5996,0,1593797490
2,4342,505,1593797491
0,4228,291,1593797491
0,5799,1983,1593797492
2,4471,546,1593797492
1,4091,68,1593797494
0,8315,4373,1593797495
1,6068,0,1593797495
1,5883,0,1593797495
0,8105,4358,1593797496
2,4693,671,1593797497
1,6046,0,1593797498
0,4225,289,1593797499
2,10196,6351,1593797499
2,4534,661,1593797501
1,5995,0,1593797502
2,15897,11955,1593797503
2,7018,3130,1593797504
1,5881,0,1593797508
1,5924,0,1593797509
0,8146,4344,1593797509
1,5796,0,1593797510
2,9284,5426,1593797510
1,5108,1262,1593797513
1,5784,0,1593797513
1,3918,21,1593797514
1,5896,0,1593797514
0,5918,1972,1593797515
2,9507,5621,1593797516
0,4252,285,1593797517
2,9344,5551,1593797519
1,5802,0,1593797520
1,5861,0,1593797520
0,4234,286,1593797522
1,6218,0,1593797527
2,8533,4487,1593797528
0,4298,288,1593797529
1,6455,0,1593797533
0,5450,1093,1593797534
2,13385,9320,1593797534
1,6694,0,1593797534
0,4598,290,1593797535
2,19612,15719,1593797535
2,9689,5666,1593797536
2,9696,5663,1593797536
2,5657,1356,1593797536
0,5103,1026,1593797537
0,10326,6039,1593797538
2,20068,16171,1593797538
2,5389,1502,1593797541
0,9838,5705,1593797542
1,3813,21,1593797542
1,5104,1230,1593797543
1,3843,21,1593797543
2,6672,2815,1593797543
0,9608,5709,1593797544
2,5510,1476,1593797545
0,4213,283,1593797545
1,5863,0,1593797545
0,4895,1017,1593797545
0,4859,1025,1593797546
0,8161,4319,1593797546
2,4477,551,1593797547
0,4867,1020,1593797549
0,6891,3094,1593797549
1,5773,0,1593797549
2,9258,5370,1593797550
1,5094,1207,1593797551
1,5761,0,1593797552
0,8097,4317,1593797553
0,4959,1159,1593797554
2,6677,2807,1593797557
2,4729,856,1593797557
0,5886,1973,1593797557
0,4827,1017,1593797557
0,5856,2008,1593797558
0,5863,1960,1593797559
1,3882,22,1593797560
1,3935,103,1593797561
0,9535,5701,1593797561
0,6806,3091,1593797562
0,9573,5679,1593797562
1,5809,0,1593797562
2,4399,565,1593797563
1,5879,0,1593797564
2,9262,5400,1593797564
1,5230,1351,1593797564
1,3869,36,1593797565
0,4757,1013,1593797565
0,9806,5747,1593797567
0,8223,4384,1593797567
1,5792,0,1593797568
2,6629,2776,1593797568
1,5739,0,1593797569
1,5760,0,1593797571
1,5999,0,1593797571
2,4350,506,1593797571
0,8226,4384,1593797571
2,4355,499,1593797572
1,3886,98,1593797574
0,8103,4309,1593797575
0,6897,3069,1593797576
1,4034,26,1593797578
2,6271,2373,1593797579
1,4042,23,1593797579
2,7944,4107,1593797580
2,7928,3959,1593797581
2,10647,6782,1593797582
1,5882,0,1593797583
0,4849,1015,1593797583
0,7054,3078,1593797583
1,5804,0,1593797584
1,4033,104,1593797585
1,4032,104,1593797585
2,4948,1021,1593797585
1,5842,0,1593797585
1,5138,1235,1593797587
1,3888,102,1593797587
1,5904,0,1593797589
1,6174,0,1593797593
2,14806,10800,1593797594
1,5992,0,1593797594
1,6421,0,1593797594
0,7187,3290,1593797594
2,4481,505,1593797595
1,6574,0,1593797595
1,4059,102,1593797595
1,6176,0,1593797595
0,5242,1018,1593797596
0,9936,6074,1593797596
0,8494,4477,1593797597
2,7147,2756,1593797597
1,5866,0,1593797599
0,9841,5734,1593797599
2,4535,665,1593797602
2,4786,750,1593797603
2,5217,1284,1593797604
2,4809,819,1593797604
2,5236,1272,1593797605
0,8314,4428,1593797605
1,5458,1448,1593797605
1,6135,0,1593797605
2,5399,1406,1593797607
0,5067,1026,1593797608
2,5053,934,1593797609
0,10037,5970,1593797612
1,6950,0,1593797613
0,7549,3176,1593797615
2,23349,19432,1593797619
2,6321,1817,1593797620
2,23981,19995,1593797620
0,6540,1633,1593797620
2,6792,2320,1593797621
1,4862,29,1593797621
1,4814,145,1593797621
2,11607,7388,1593797622
2,17324,13300,1593797622
2,5686,1558,1593797624
0,5273,1045,1593797625
1,4679,29,1593797626
2,27356,23194,1593797628
1,5309,229,1593797628
1,5185,224,1593797628
1,7334,2725,1593797629
0,5750,637,1593797630
0,7257,2114,1593797631
0,9409,4421,1593797632
1,9680,0,1593797632
2,12069,7614,1593797632
2,13208,8879,1593797633
0,13033,8510,1593797634
0,11524,6672,1593797634
1,9448,0,1593797634
1,10091,0,1593797634
0,7110,1962,1593797635
0,9041,3887,1593797635
1,8222,0,1593797635
0,13074,8403,1593797636
0,12592,7420,1593797637
2,11879,7052,1593797637
2,31910,27806,1593797638
0,11158,6046,1593797639
2,6499,1771,1593797639
2,8223,3512,1593797640
0,6010,1193,1593797640
0,9694,4965,1593797642
2,16735,11897,1593797642
2,5834,1614,1593797643
0,7639,3386,1593797643
0,6883,2538,1593797643
1,7456,0,1593797644
2,29647,24946,1593797644
1,7089,0,1593797644
0,4882,346,1593797645
2,5133,821,1593797645
2,5159,813,1593797646
2,27268,23045,1593797646
1,6373,0,1593797647
0,6059,2056,1593797647
2,5186,1121,1593797647
0,5872,1988,1593797648
2,8463,4054,1593797648
2,5938,1822,1593797649
0,9932,5759,1593797651
1,5296,1354,1593797652
