1,1,3840,11,1595516971
2,10,4331,508,1595516972
1,10,3858,89,1595516972
1,1,3757,12,1595516973
1,256,6035,2262,1595516972
1,128,5064,1218,1595516974
0,4000000,6054,2180,1595516973
2,20,5133,1280,1595516974
0,7000000,8454,4576,1595516972
1,1,4460,13,1595516976
0,1000000,5328,758,1595516977
1,256,7354,3206,1595516975
0,5500000,8773,4869,1595516975
2,10,5931,1286,1595516977
2,10,5883,1159,1595516978
2,80,9133,5154,1595516975
0,4000000,8549,3958,1595516976
2,10,6543,1573,1595516979
1,10,6462,392,1595516981
2,20,8803,3876,1595516980
2,20,8896,3845,1595516980
2,40,9807,4869,1595516979
0,1000000,6673,958,1595516982
1,1,6459,49,1595516984
2,20,9126,3705,1595516982
0,1000000,7473,1248,1595516983
0,2500000,9957,4173,1595516981
2,40,12402,7198,1595516979
2,20,11157,5126,1595516982
0,1000000,8112,1325,1595516986
1,1,6693,62,1595516988
2,20,11753,5221,1595516983
0,1000000,8511,1847,1595516988
0,8500000,21423,16902,1595516975
0,1000000,8541,1426,1595516989
2,40,15792,9559,1595516982
0,4000000,16210,9856,1595516983
2,20,13156,6278,1595516986
1,1,7749,56,1595516992
1,1,7534,77,1595516992
0,4000000,16129,9514,1595516984
2,10,10821,3989,1595516990
0,2500000,12617,5812,1595516988
1,10,8009,604,1595516994
2,80,24736,18963,1595516981
1,512,26961,21495,1595516978
2,80,25871,20232,1595516981
1,10,9380,843,1595516998
0,2500000,15317,7325,1595516992
2,80,27466,21409,1595516981
2,40,20535,13348,1595516988
1,128,17490,9320,1595516992
0,5500000,24210,17265,1595516985
2,10,14791,5762,1595516999
1,10,11039,999,1595517003
1,256,24939,17428,1595516989
2,80,31538,24807,1595516983
2,10,15538,6091,1595516999
2,40,23634,15414,1595516991
2,80,31452,25254,1595516984
1,128,19981,10947,1595516996
2,40,24722,16250,1595516992
1,1,10393,98,1595517007
1,128,19626,11153,1595516998
2,10,16416,6319,1595517001
2,20,19709,10133,1595516999
2,20,20169,10737,1595516999
1,1024,46729,41672,1595516975
2,20,20805,11061,1595517001
1,1,11193,130,1595517011
2,10,17833,6850,1595517006
1,1,11447,191,1595517013
1,1024,51114,45672,1595516976
2,10,18543,7350,1595517009
2,10,18455,7245,1595517009
0,2500000,21491,10605,1595517006
0,4000000,28971,19777,1595516999
0,5500000,35285,27091,1595516993
2,40,30688,21142,1595517000
2,40,31033,21259,1595517000
1,256,33376,23897,1595516998
0,4000000,31141,21160,1595517001
0,4000000,30634,20823,1595517002
2,20,24250,12957,1595517008
1,1,12701,202,1595517020
0,2500000,22401,11316,1595517010
1,256,34040,25234,1595516999
0,1000000,15459,3488,1595517018
2,10,19260,7352,1595517014
0,8500000,51467,44811,1595516984
2,160,56560,50558,1595516979
1,10,14148,1381,1595517022
0,1000000,15914,3653,1595517021
0,4000000,32850,21951,1595517005
1,128,26754,14691,1595517013
2,40,35398,24117,1595517006
0,1000000,16177,3556,1595517025
1,1,13566,154,1595517028
1,512,53016,45012,1595516989
0,4000000,34013,23070,1595517008
1,128,27525,15505,1595517016
2,40,35895,24250,1595517008
2,10,20719,8763,1595517023
0,7000000,52117,43434,1595516992
2,10,22150,9179,1595517023
0,8500000,59264,51779,1595516986
2,40,36438,25309,1595517009
0,1000000,17705,4024,1595517028
2,20,27345,15060,1595517021
0,5500000,45201,34922,1595517003
2,20,27606,14952,1595517021
0,1000000,17870,4034,1595517032
1,10,15265,1367,1595517035
0,5500000,47209,36414,1595517004
2,10,22691,9602,1595517029
2,10,23524,9503,1595517028
2,20,28958,16109,1595517023
1,512,58753,50553,1595516994
2,20,27929,15131,1595517025
0,5500000,47746,37132,1595517005
0,1000000,18053,3961,1595517035
0,1000000,17589,3940,1595517037
0,1000000,17993,3942,1595517037
0,2500000,27113,13517,1595517029
0,4000000,39433,27105,1595517018
1,128,31641,18165,1595517027
2,160,79517,72243,1595516983
1,256,45821,33428,1595517017
1,128,32995,18790,1595517030
2,40,42220,29121,1595517021
1,512,66943,57532,1595516997
1,1,15182,260,1595517051
1,1,15701,253,1595517051
0,4000000,41837,28541,1595517025
0,8500000,74301,65504,1595516993
1,1,15661,288,1595517052
0,7000000,65843,55141,1595517003
2,80,64072,52492,1595517006
0,4000000,43682,30092,1595517028
1,1,16465,329,1595517056
0,1000000,20725,4974,1595517052
1,512,71898,61382,1595517001
1,10,18505,1958,1595517055
1,1024,94239,87147,1595516980
1,10,18230,1772,1595517056
0,1000000,21212,5081,1595517053
0,4000000,44313,30849,1595517031
1,128,35460,20474,1595517041
0,2500000,32308,17523,1595517045
2,20,34119,19596,1595517043
1,128,36704,21630,1595517041
0,5500000,60033,47258,1595517019
2,40,47038,32280,1595517032
0,1000000,22057,5552,1595517058
2,20,35006,19556,1595517048
2,20,36365,20559,1595517047
0,1000000,23081,5515,1595517062
1,1,18245,370,1595517067
0,2500000,35069,19137,1595517051
0,1000000,23053,5704,1595517065
1,256,55329,40357,1595517033
0,4000000,48685,33876,1595517040
0,7000000,76861,64184,1595517013
1,128,39840,23640,1595517050
0,8500000,89696,78860,1595517001
0,2500000,36753,20071,1595517054
2,20,38221,21732,1595517054
2,40,51021,36317,1595517041
2,40,50812,36037,1595517043
1,512,84281,71666,1595517009
1,256,57591,42644,1595517037
1,10,21294,2264,1595517075
1,1,19477,407,1595517078
0,4000000,53233,38300,1595517046
2,10,33175,14194,1595517068
2,40,55077,38945,1595517047
2,40,53887,38091,1595517048
1,256,61223,46160,1595517041
0,2500000,38945,21289,1595517063
0,5500000,70805,56052,1595517032
0,2500000,38968,21433,1595517064
0,5500000,70253,55743,1595517034
1,1,20429,418,1595517084
0,1000000,26113,6374,1595517080
2,20,42691,24209,1595517065
0,5500000,73473,58557,1595517038
0,5500000,72361,57654,1595517039
2,20,41838,24055,1595517071
2,320,139388,132773,1595516976
1,1,21228,384,1595517094
