workloadID, workload argument, run, tFC, tVM
0,1000000,0,4111,285
0,1000000,1,4221,283
0,1000000,2,4109,283
0,1000000,3,4083,283
0,1000000,4,3988,283
0,1000000,5,4221,282
0,1000000,6,4105,283
0,1000000,7,4104,282
0,1000000,8,4007,283
0,1000000,9,4093,283
0,2500000,0,4837,1011
0,2500000,1,4727,1011
0,2500000,2,4756,1011
0,2500000,3,4819,1011
0,2500000,4,4773,1011
0,2500000,5,4817,1011
0,2500000,6,4844,1011
0,2500000,7,4756,1011
0,2500000,8,4888,1011
0,2500000,9,4800,1011
0,4000000,0,5702,1954
0,4000000,1,5787,1955
0,4000000,2,5767,1954
0,4000000,3,5749,1954
0,4000000,4,5730,1954
0,4000000,5,5740,1954
0,4000000,6,5731,1954
0,4000000,7,5786,1953
0,4000000,8,5764,1954
0,4000000,9,5737,1954
0,5500000,0,6831,3059
0,5500000,1,6865,3060
0,5500000,2,6886,3059
0,5500000,3,6836,3060
0,5500000,4,6843,3060
0,5500000,5,6847,3060
0,5500000,6,6859,3060
0,5500000,7,6865,3060
0,5500000,8,6828,3060
0,5500000,9,6857,3060
0,7000000,0,8187,4299
0,7000000,1,8031,4299
0,7000000,2,8107,4324
0,7000000,3,8114,4299
0,7000000,4,8090,4299
0,7000000,5,8091,4299
0,7000000,6,8103,4298
0,7000000,7,8107,4298
0,7000000,8,8102,4298
0,7000000,9,8174,4298
0,8500000,0,9415,5654
0,8500000,1,9443,5653
0,8500000,2,9480,5655
0,8500000,3,9397,5654
0,8500000,4,9466,5654
0,8500000,5,9529,5730
0,8500000,6,9411,5654
0,8500000,7,9547,5652
0,8500000,8,9423,5654
0,8500000,9,9482,5654
1,4096,0,37679,33752
1,4096,1,37442,33631
1,4096,2,37471,33651
1,4096,3,37683,33897
1,4096,4,37540,33689
1,4096,5,37251,33442
1,4096,6,37449,33669
1,4096,7,37550,33743
1,4096,8,37524,33657
1,4096,9,37735,33817
1,2048,0,20764,16856
1,2048,1,20639,16863
1,2048,2,20677,16819
1,2048,3,20734,16935
1,2048,4,20728,16822
1,2048,5,20584,16766
1,2048,6,20719,16879
1,2048,7,20707,16852
1,2048,8,20769,16891
1,2048,9,20740,16807
1,1024,0,12346,8466
1,1024,1,12331,8525
1,1024,2,12251,8417
1,1024,3,12231,8419
1,1024,4,12295,8474
1,1024,5,12434,8534
1,1024,6,12263,8463
1,1024,7,12177,8414
1,1024,8,12294,8474
1,1024,9,12290,8450
1,512,0,8082,4264
1,512,1,8125,4291
1,512,2,8143,4237
1,512,3,8039,4246
1,512,4,8076,4240
1,512,5,8109,4251
1,512,6,8183,4277
1,512,7,8069,4250
1,512,8,8115,4253
1,512,9,8080,4262
1,256,0,6008,2173
1,256,1,5980,2175
1,256,2,6107,2185
1,256,3,5986,2177
1,256,4,6160,2250
1,256,5,6146,2181
1,256,6,6004,2177
1,256,7,6091,2176
1,256,8,5999,2174
1,256,9,5988,2185
1,128,0,4915,1131
1,128,1,5001,1142
1,128,2,4993,1157
1,128,3,4980,1137
1,128,4,4941,1130
1,128,5,4982,1130
1,128,6,4995,1126
1,128,7,4973,1126
1,128,8,4978,1126
1,128,9,4887,1130
1,10,0,3920,89
1,10,1,3829,90
1,10,2,3865,91
1,10,3,3843,90
1,10,4,3865,89
1,10,5,3852,89
1,10,6,3951,89
1,10,7,3887,90
1,10,8,3915,89
1,10,9,3953,90
1,1,0,3844,12
1,1,1,3752,12
1,1,2,3829,12
1,1,3,3747,12
1,1,4,3831,12
1,1,5,3834,12
1,1,6,3891,12
1,1,7,3834,12
1,1,8,3767,12
1,1,9,3827,12
2,10,0,4300,512
2,10,1,4301,497
2,10,2,4444,510
2,10,3,4273,497
2,10,4,4350,496
2,10,5,4354,512
2,10,6,4359,510
2,10,7,4360,512
2,10,8,4372,498
2,10,9,4334,496
2,20,0,4665,826
2,20,1,4638,816
2,20,2,4687,834
2,20,3,4648,815
2,20,4,4682,817
2,20,5,4717,821
2,20,6,4684,841
2,20,7,4579,815
2,20,8,4623,813
2,20,9,4688,816
2,40,0,5475,1476
2,40,1,5304,1470
2,40,2,5319,1459
2,40,3,5263,1465
2,40,4,5258,1452
2,40,5,5299,1473
2,40,6,5287,1452
2,40,7,5379,1463
2,40,8,5288,1475
2,40,9,5237,1470
2,80,0,6583,2725
2,80,1,6527,2742
2,80,2,6664,2741
2,80,3,6550,2740
2,80,4,6574,2749
2,80,5,6590,2729
2,80,6,6596,2741
2,80,7,6624,2732
2,80,8,6593,2730
2,80,9,6522,2745
2,160,0,9297,5343
2,160,1,9154,5291
2,160,2,9212,5261
2,160,3,9233,5313
2,160,4,9132,5297
2,160,5,9115,5299
2,160,6,9108,5272
2,160,7,9100,5277
2,160,8,9204,5346
2,160,9,9223,5302
2,320,0,14226,10359
2,320,1,14291,10420
2,320,2,14213,10397
2,320,3,14252,10414
2,320,4,14290,10412
2,320,5,14251,10390
2,320,6,14312,10457
2,320,7,14174,10374
2,320,8,14303,10407
2,320,9,14114,10360
